,"Voltage, V","Current, A"
0,-0.8,-4.35533e-05
1,-0.795,-4.2238e-05
2,-0.79,-4.11623e-05
3,-0.785,-4.02009e-05
4,-0.78,-3.93034e-05
5,-0.775,-3.84488e-05
6,-0.77,-3.76529e-05
7,-0.765,-3.69287e-05
8,-0.76,-3.61862e-05
9,-0.755,-3.55037e-05
10,-0.75,-3.4851e-05
11,-0.745,-3.42207e-05
12,-0.74,-3.36358e-05
13,-0.735,-3.30085e-05
14,-0.73,-3.24367e-05
15,-0.725,-3.19091e-05
16,-0.72,-3.14226e-05
17,-0.715,-3.0937e-05
18,-0.71,-3.0423e-05
19,-0.705,-2.99152e-05
20,-0.7,-2.94287e-05
21,-0.695,-2.89768e-05
22,-0.69,-2.85175e-05
23,-0.685,-2.80895e-05
24,-0.68,-2.76121e-05
25,-0.675,-2.72152e-05
26,-0.67,-2.68274e-05
27,-0.665,-2.64469e-05
28,-0.66,-2.60476e-05
29,-0.655,-2.56767e-05
30,-0.65,-2.53054e-05
31,-0.645,-2.49438e-05
32,-0.64,-2.45939e-05
33,-0.635,-2.42479e-05
34,-0.63,-2.39107e-05
35,-0.625,-2.35746e-05
36,-0.62,-2.32538e-05
37,-0.615,-2.29375e-05
38,-0.61,-2.26274e-05
39,-0.605,-2.2318e-05
40,-0.600001,-2.20166e-05
41,-0.595001,-2.17174e-05
42,-0.590001,-2.14342e-05
43,-0.585001,-2.11435e-05
44,-0.580001,-2.08639e-05
45,-0.575001,-2.0588e-05
46,-0.570001,-2.03089e-05
47,-0.565001,-2.00428e-05
48,-0.560001,-1.97714e-05
49,-0.555001,-1.95067e-05
50,-0.550001,-1.92494e-05
51,-0.545001,-1.90046e-05
52,-0.540001,-1.87628e-05
53,-0.535001,-1.85068e-05
54,-0.530001,-1.82586e-05
55,-0.525001,-1.80061e-05
56,-0.520001,-1.77669e-05
57,-0.515001,-1.75198e-05
58,-0.510001,-1.72836e-05
59,-0.505001,-1.7038e-05
60,-0.500001,-1.68086e-05
61,-0.495001,-1.65782e-05
62,-0.490001,-1.63486e-05
63,-0.485001,-1.61013e-05
64,-0.480001,-1.58725e-05
65,-0.475001,-1.56488e-05
66,-0.470001,-1.54135e-05
67,-0.465001,-1.51836e-05
68,-0.460001,-1.4963e-05
69,-0.455001,-1.47341e-05
70,-0.450001,-1.45143e-05
71,-0.445001,-1.42935e-05
72,-0.440001,-1.40691e-05
73,-0.435001,-1.38501e-05
74,-0.430001,-1.36314e-05
75,-0.425001,-1.34155e-05
76,-0.420001,-1.32065e-05
77,-0.415001,-1.29976e-05
78,-0.410001,-1.27918e-05
79,-0.405001,-1.2587e-05
80,-0.400001,-1.23814e-05
81,-0.395001,-1.21794e-05
82,-0.390001,-1.19817e-05
83,-0.385001,-1.17822e-05
84,-0.380001,-1.15863e-05
85,-0.375001,-1.13859e-05
86,-0.370001,-1.11981e-05
87,-0.365001,-1.10012e-05
88,-0.360001,-1.08107e-05
89,-0.355001,-1.06259e-05
90,-0.350001,-1.04388e-05
91,-0.345001,-1.025e-05
92,-0.340001,-1.00688e-05
93,-0.335001,-9.88566e-06
94,-0.330001,-9.7089e-06
95,-0.325001,-9.5283e-06
96,-0.320001,-9.34604e-06
97,-0.315001,-9.16969e-06
98,-0.310001,-8.99008e-06
99,-0.305001,-8.81942e-06
100,-0.300001,-8.64344e-06
101,-0.295001,-8.46478e-06
102,-0.290001,-8.28467e-06
103,-0.285001,-8.11491e-06
104,-0.280001,-7.93278e-06
105,-0.275001,-7.7612e-06
106,-0.270001,-7.58992e-06
107,-0.265001,-7.41344e-06
108,-0.260001,-7.23218e-06
109,-0.255001,-7.05917e-06
110,-0.250001,-6.88189e-06
111,-0.245001,-6.71411e-06
112,-0.240001,-6.53847e-06
113,-0.235001,-6.35582e-06
114,-0.230001,-6.18908e-06
115,-0.225001,-6.01542e-06
116,-0.220001,-5.83949e-06
117,-0.215001,-5.66504e-06
118,-0.210001,-5.49048e-06
119,-0.205001,-5.32092e-06
120,-0.200002,-5.14501e-06
121,-0.195002,-4.97408e-06
122,-0.190002,-4.79849e-06
123,-0.185002,-4.62579e-06
124,-0.180002,-4.45148e-06
125,-0.175002,-4.28102e-06
126,-0.170002,-4.10169e-06
127,-0.165002,-3.93251e-06
128,-0.160002,-3.75385e-06
129,-0.155002,-3.57734e-06
130,-0.150002,-3.44355e-06
131,-0.145002,-3.26681e-06
132,-0.140002,-3.08946e-06
133,-0.135002,-2.91312e-06
134,-0.130002,-2.73547e-06
135,-0.125002,-2.55738e-06
136,-0.120002,-2.37813e-06
137,-0.115002,-2.20241e-06
138,-0.110002,-2.01799e-06
139,-0.105002,-1.83937e-06
140,-0.100002,-1.65578e-06
141,-0.0950018,-1.47891e-06
142,-0.0900018,-1.28963e-06
143,-0.0850018,-1.10932e-06
144,-0.0800018,-9.18627e-07
145,-0.0750018,-7.31996e-07
146,-0.0700018,-5.46852e-07
147,-0.0650018,-3.60778e-07
148,-0.0600019,-1.71587e-07
149,-0.0550019,2.27309e-08
150,-0.0500019,2.13614e-07
151,-0.0450019,4.0599e-07
152,-0.0400019,6.06938e-07
153,-0.0350019,7.98838e-07
154,-0.0300019,9.88237e-07
155,-0.0250019,1.19002e-06
156,-0.020002,1.39427e-06
157,-0.015002,1.58353e-06
158,-0.010002,1.78762e-06
159,-0.00500199,1.99534e-06
160,-2e-06,2.20198e-06
161,0.00499799,2.40341e-06
162,0.00999797,2.60846e-06
163,0.014998,2.82237e-06
164,0.0199979,3.03387e-06
165,0.0249979,3.24574e-06
166,0.0299979,3.45715e-06
167,0.0349979,3.67346e-06
168,0.0399979,3.88993e-06
169,0.0449979,4.10279e-06
170,0.0499979,4.32433e-06
171,0.0549979,4.53723e-06
172,0.0599978,4.75385e-06
173,0.0649978,4.96537e-06
174,0.0699978,5.19923e-06
175,0.0749978,5.4374e-06
176,0.0799978,5.67767e-06
177,0.0849978,5.92116e-06
178,0.0899978,6.17357e-06
179,0.0949978,6.44115e-06
180,0.0999977,6.71439e-06
181,0.104998,6.97493e-06
182,0.109998,7.25652e-06
