,"Voltage, V","Current, A"
0,-0.8,-5.21607e-05
1,-0.795,-3.83851e-05
2,-0.79,-3.0732e-05
3,-0.785,-2.61401e-05
4,-0.78,-3.03541e-05
5,-0.775,-2.74425e-05
6,-0.77,-2.52971e-05
7,-0.765,-2.34582e-05
8,-0.76,-2.31941e-05
9,-0.755,-2.18298e-05
10,-0.75,-2.06495e-05
11,-0.745,-1.96071e-05
12,-0.74,-1.8672e-05
13,-0.735,-1.78443e-05
14,-0.73,-1.70778e-05
15,-0.725,-1.63727e-05
16,-0.72,-1.57289e-05
17,-0.715,-1.51157e-05
18,-0.71,-1.45485e-05
19,-0.705,-1.40273e-05
20,-0.7,-1.35215e-05
21,-0.695,-1.30616e-05
22,-0.69,-1.2617e-05
23,-0.685,-1.22032e-05
24,-0.68,-1.18046e-05
25,-0.675,-1.14214e-05
26,-0.67,-1.10688e-05
27,-0.665,-1.07316e-05
28,-0.66,-1.03943e-05
29,-0.655,-1.00724e-05
30,-0.65,-9.78116e-06
31,-0.645,-9.48991e-06
32,-0.64,-9.21399e-06
33,-0.635,-8.95339e-06
34,-0.63,-8.70813e-06
35,-0.625,-8.46286e-06
36,-0.62,-8.23292e-06
37,-0.615,-8.01832e-06
38,-0.61,-7.80371e-06
39,-0.605,-7.60443e-06
40,-0.600001,-7.38982e-06
41,-0.595001,-7.20588e-06
42,-0.590001,-7.02193e-06
43,-0.585001,-6.83798e-06
44,-0.580001,-6.65403e-06
45,-0.575001,-6.48541e-06
46,-0.570001,-6.31679e-06
47,-0.565001,-6.1635e-06
48,-0.560001,-6.01021e-06
49,-0.555001,-5.84159e-06
50,-0.550001,-5.70362e-06
51,-0.545001,-5.55033e-06
52,-0.540001,-5.39704e-06
53,-0.535001,-5.25908e-06
54,-0.530001,-5.12112e-06
55,-0.525001,-4.99848e-06
56,-0.520001,-4.86052e-06
57,-0.515001,-4.73789e-06
58,-0.510001,-4.80363e-06
59,-0.505001,-4.60444e-06
60,-0.500001,-4.48033e-06
61,-0.495001,-4.35929e-06
62,-0.490001,-4.2413e-06
63,-0.485001,-4.12486e-06
64,-0.480001,-4.01147e-06
65,-0.475001,-3.89962e-06
66,-0.470001,-3.78777e-06
67,-0.465001,-3.68051e-06
68,-0.460001,-3.57785e-06
69,-0.455001,-3.46907e-06
70,-0.450001,-3.36794e-06
71,-0.445001,-3.26528e-06
72,-0.440001,-3.16569e-06
73,-0.435001,-3.06762e-06
74,-0.430001,-2.96803e-06
75,-0.425001,-2.87456e-06
76,-0.420001,-2.7811e-06
77,-0.415001,-2.68763e-06
78,-0.410001,-2.5957e-06
79,-0.405001,-2.50836e-06
80,-0.400001,-2.41796e-06
81,-0.395001,-2.33522e-06
82,-0.390001,-2.24329e-06
83,-0.385001,-2.16208e-06
84,-0.380001,-2.07628e-06
85,-0.375001,-1.99507e-06
86,-0.370001,-1.91539e-06
87,-0.365001,-1.83572e-06
88,-0.360001,-1.75451e-06
89,-0.355001,-1.67637e-06
90,-0.350001,-1.59669e-06
91,-0.345001,-1.52774e-06
92,-0.340001,-1.46952e-06
93,-0.335001,-1.38984e-06
94,-0.330001,-1.31017e-06
95,-0.325001,-1.23049e-06
96,-0.320001,-1.15541e-06
97,-0.315001,-1.07421e-06
98,-0.310001,-9.99127e-07
99,-0.305001,-9.30177e-07
100,-0.300001,-8.55098e-07
101,-0.295001,-7.90745e-07
102,-0.290001,-7.26392e-07
103,-0.285001,-6.54378e-07
104,-0.280001,-5.85428e-07
105,-0.275001,-5.21074e-07
106,-0.270001,-4.58253e-07
107,-0.265001,-3.939e-07
108,-0.260001,-3.32611e-07
109,-0.255001,-2.71323e-07
110,-0.250001,-2.87752e-07
111,-0.245001,-2.19227e-07
112,-0.240001,-8.74562e-08
113,-0.235001,-3.38285e-08
114,-0.230001,2.89925e-08
115,-0.225001,1.70041e-08
116,-0.220001,8.41524e-08
117,-0.215001,2.09794e-07
118,-0.210001,2.66487e-07
119,-0.205001,3.13985e-07
120,-0.200002,3.00452e-07
121,-0.195002,3.78339e-07
122,-0.190002,4.8253e-07
123,-0.185002,5.26964e-07
124,-0.180002,5.85188e-07
125,-0.175002,6.37284e-07
126,-0.170002,6.86315e-07
127,-0.165002,7.30749e-07
128,-0.160002,7.76716e-07
129,-0.155002,8.19618e-07
130,-0.150002,8.57923e-07
131,-0.145002,9.02358e-07
132,-0.140002,9.34534e-07
133,-0.135002,9.5905e-07
134,-0.130002,1.0234e-06
135,-0.125002,1.06937e-06
136,-0.120002,1.09235e-06
137,-0.115002,1.12759e-06
138,-0.110002,1.17816e-06
139,-0.105002,1.21493e-06
140,-0.100002,1.24864e-06
141,-0.0950018,1.28848e-06
142,-0.0900018,1.32372e-06
143,-0.0850018,1.35896e-06
144,-0.0800018,1.39267e-06
145,-0.0750018,1.42791e-06
146,-0.0700018,1.46468e-06
147,-0.0650018,1.49839e-06
148,-0.0600019,1.53823e-06
149,-0.0550019,1.57194e-06
150,-0.0500019,1.60871e-06
151,-0.0450019,1.64548e-06
152,-0.0400019,1.68226e-06
153,-0.0350019,1.71903e-06
154,-0.0300019,1.7558e-06
155,-0.0250019,1.79564e-06
156,-0.020002,1.83242e-06
157,-0.015002,1.86919e-06
158,-0.010002,1.90903e-06
159,-0.00500199,1.94886e-06
160,-2e-06,1.9887e-06
161,0.00499799,2.02394e-06
162,0.00999797,2.06684e-06
163,0.014998,2.10515e-06
164,0.0199979,2.14499e-06
165,0.0249979,2.18483e-06
166,0.0299979,2.2262e-06
167,0.0349979,2.26757e-06
168,0.0399979,2.30894e-06
